Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
106,0.9516487717628479,1293,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St ,,6666726,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,onward neighborhood house - onward neighborhood house,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,6666726,600 n leavitt st,,,,,,,,,,,,,,1293
1224,,1294,CPS_Early_Childhood_Portal_scrape.csv," Heartland Alliance for Human Needs & Rights - Heartland Human Care Services, Inc",615 W Wellington Ave ,,,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.9516487717628479,1295,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Washington Park South Learning Center,6225 S Wabash Ave ,,6672065,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,centers for new horizons - washington park south learning center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,6672065,6225 s wabash ave,,,,,,,,,,,,,,1295
110,0.9516487717628479,1296,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Side YMCA,6330 S Stony Island Ave ,,9470700,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ymca of metropolitan chicago - south side ymca,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,9470700,6330 s stony island ave,,,,,,,,,,,,,,1221
112,0.9516487717628479,1297,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Kennedy-King College,6800 S Wentworth Ave ,,5533475,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,board trustees-city colleges of chicago - kennedy-king college,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,5533475,6800 s wentworth ave,,,,,,,,,,,,,,1297
114,0.9516487717628479,1298,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ - Dr. Denton J. Brooks Center,6921 S Stony Island Ave ,,9552818,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,trinity united church of christ - dr. denton j. brooks center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,9552818,6921 s stony island ave,,,,,,,,,,,,,,1298
116,0.9516487717628479,1299,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave ,,2653900,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ymca of metropolitan chicago - garfield head start/child developmental center- ymca,head start,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2653900,7 n homan ave,,,,,,,,,,,,,,1299
117,0.9516487717628479,1300,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,,2745477,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,christopher house - christopher house - rogers park,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,2745477,7059 n greenview ave,,,,,,,,,,,,,,1300
1225,,1301,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Donoghue,707 E 37th St ,,,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.9516487717628479,1302,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Howard,7222 S Exchange Ave ,,2219711,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ada s. mckinley community services - mckinley - howard,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,2219711,7222 s exchange ave,,,,,,,,,,,,,,1302
120,0.9516487717628479,1303,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Nia Family Center,744 N Monticello Ave ,,8266971,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago commons association - nia family center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,8266971,744 n monticello ave,,,,,,,,,,,,,,1223
121,0.9516487717628479,1304,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Community Center - Howard Area Community Center,7510 N Ashland Ave ,,7647610,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,howard area community center - howard area community center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,7647610,7510 n ashland ave,,,,,,,,,,,,,,1304
124,0.9516487717628479,1305,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Wright Renaissance,7939 S Western Ave ,,4768805,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ada s. mckinley community services - mckinley - wright renaissance,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4768805,7939 s western ave,,,,,,,,,,,,,,1305
127,0.9516487717628479,1306,CPS_Early_Childhood_Portal_scrape.csv, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,south central community services - south central community services,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4830900,8316 s ellis ave,,,,,,,,,,,,,,1306
128,0.9505230784416199,1307,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60617,marcy newberry association - south harper montessori,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,georgianna coachman,half day/full day,,no,avalon park,,,,,,7340375,8358 s stony island ave,,no,,,,marcy newberry association,,,,no,,,,1822
129,0.9516487717628479,1308,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Lakeshore,850 W Eastwood Ave ,,2719403,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,christopher house - christopher house - lakeshore,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,2719403,850 w eastwood ave,,,,,,,,,,,,,,1308
133,0.9516487717628479,1309,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Guadalupe,9129 S Burley Ave ,,9785320,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,catholic charities of the archdiocese of chicago - our lady of guadalupe,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,9785320,9129 s burley ave,,,,,,,,,,,,,,1309
135,0.9466825226942698,1310,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Altgeld Gardens I,941 E 132nd Pl ,,4683055,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,centers for new horizons - altgeld gardens i,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4683055,941 e 132nd pl,,,,,,,,,,,,,,1310
135,0.9466825226942698,1311,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Altgeld Gardens I,941 E 132nd Pl ,,4683055,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,centers for new horizons - altgeld gardens i,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4683055,941 e 132nd pl,,,,,,,,,,,,,,1310
335,0.9516488,1312,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Chicago State University,9501 S Dr. Martin Luther King Dr ,,9952400,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago state university - chicago state university,head start,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,9952400,9501 s dr. martin luther king dr,,,,,,,,,,,,,,889
529,0.9516488,1313,CPS_Early_Childhood_Portal_scrape.csv, Skinner,111 S. Throop ,,5347790,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60607,skinner,tuition based preschool,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5347790,111 s. throop,tb,,,,,,,,near west side,,,,,1313
338,0.9516487717628479,1314,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,south loop,head start/prekindergarten for,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5348690,1212 s. plymouth,,,,,,,,,,,,,,901
338,0.9516487717628479,1315,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,south loop,head start/prekindergarten for,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5348690,1212 s. plymouth,,,,,,,,,,,,,,901
362,0.9516487717628479,1316,CPS_Early_Childhood_Portal_scrape.csv, Blaine,1420 W. Grace ,,5345750,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60613,blaine,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345750,1420 w. grace,tb,,,,,,,,lake view,,,,,2331
373,0.9516487717628479,1317,CPS_Early_Childhood_Portal_scrape.csv, Burley,1630 W. Barry ,,5345475,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60657,burley,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345475,1630 w. barry,pfa-reg,,,,,,,,lake view,,,,,2350
530,0.9516488,1318,CPS_Early_Childhood_Portal_scrape.csv, Hamilton,1650 W. Cornelia ,,5345484,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60657,hamilton,tuition based preschool,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5345484,1650 w. cornelia,tb,,,,,,,,lake view,,,,,1318
531,0.9516488,1319,CPS_Early_Childhood_Portal_scrape.csv, Alcott,2625 N. Orchard ,,5345460,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60614,alcott,tuition based preschool,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5345460,2625 n. orchard,tb,,,,,,,,lincoln park,,,,,1319
407,0.9516488,1320,CPS_Early_Childhood_Portal_scrape.csv, Agassiz,2851 N. Seminary ,,5345725,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,agassiz,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345725,2851 n. seminary,,,,,,,,,,,,,,1003
415,0.9516487717628479,1321,CPS_Early_Childhood_Portal_scrape.csv, Nettelhorst,3252 N. Broadway ,,5345810,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60657,nettelhorst,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345810,3252 n. broadway,pfa-reg,,,,,,,,lake view,,,,,2679
420,0.9516487717628479,1322,CPS_Early_Childhood_Portal_scrape.csv, Audubon,3500 N. Hoyne ,,5345470,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60618,audubon,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345470,3500 n. hoyne,pfa-reg ts,,,,,,,,north center,,,,,1322
430,0.9516488,1323,CPS_Early_Childhood_Portal_scrape.csv, Disney Magnet II,3815 N. Kedvale ,,5358650,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,disney magnet ii,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5358650,3815 n. kedvale,,,,,,,,,,,,,,1035
433,0.9126436114311218,1324,CPS_Early_Childhood_Portal_scrape.csv, Disney Magnet,4140 N. Marine Dr. ,,5345840,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60613,disney magnet,prekindergarten for all,,ece chicago find a school scrape.csv,,3-4 hours,,,,,,,,,5345840,4140 n. marine dr.,pfa-reg,,,,,,,,uptown,,,,,2464
442,0.9516487717628479,1325,CPS_Early_Childhood_Portal_scrape.csv, Ravenswood,4332 N. Paulina St. ,,5345525,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60613,ravenswood,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345525,4332 n. paulina st.,pfa-reg,,,,,,,,lake view,,,,,2735
445,0.9516487717628479,1326,CPS_Early_Childhood_Portal_scrape.csv, Waters,4540 N. Campbell ,,5345090,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60625,waters,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345090,4540 n. campbell,pfa-reg,,,,,,,,lincoln square,,,,,2831
469,0.9516487717628479,1327,CPS_Early_Childhood_Portal_scrape.csv, Ray,5631 S Kimbark ,,5350970,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60637,ray,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350970,5631 s kimbark,tb,,,,,,,,hyde park,,,,,2738
1226,,1328,IDHS_child_care_provider_list.csv," Bloomington Day Care Center, Inc.","2708 East Lincoln Street, Bloomington",61704,6615600,"(309)
662-4202",,,8307-7891-7433-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,0.9395737,1329,IDHS_child_care_provider_list.csv," Carole Robertson Center
for Learning",2020 West Roosevelt Road,60608,2437300,"(312)
243-1087",,,6391-8286-5433-002,,,,,,,,,,,,,,,,,,,,,,,,60608,carole robertson center for learning,,,idhs_child_care_provider_list.csv,,,,,,(312) 243-1087,,,,,2437300,2020 west roosevelt road,,,,,,,child care,,,,6391-8286-5433-002,,,1329
1227,,1330,IDHS_child_care_provider_list.csv, Casa Central,1343 North California Avenue,60622,6452368,"(773)
645-1432",,,5672-5795-5433-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.9352578322092692,1331,IDHS_child_care_provider_list.csv," Chicago Urban Day
School",1248 West 69th Street Chicago,60636,4833555,"(773)
483-0150",,,3398-4665-5433-003,,,,,,,,,,,,,,,,,,,,,,,,60636,chicago urban day school,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,(773) 483-0150,,,,,4833555,1248 w. 69th street,cp,,,,,,child care,,west englewood,,3398-4665-5433-003,,,237
1228,,1332,IDHS_child_care_provider_list.csv, ChildServ,8765 West Higgins Road Suite 450,60631,8677308,"(773)
693-0322",,,2935-8342-5433-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,1333,IDHS_child_care_provider_list.csv," Child Care Center
of Evanston",1840 Asbury Avenue Evanston,60201,8692680,"(847)
869-2687",,,0305-2980-5433-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,,1334,IDHS_child_care_provider_list.csv," Childcare Network
of Evanston","1416 Lake Street,
Evanston",60201,4752661,"(847)
475-2699",,,7767-4532-7633-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,,1335,IDHS_child_care_provider_list.csv," Children's Center
of Tazewell County",210 North Thorncrest Drive Creve Coeur,61610,6996141,"(309)
699-5147",,,1281-8212-7433-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,,1336,IDHS_child_care_provider_list.csv, Children's Home & Aid Society of Illinois,125 South Wacker Drive 14th Floor,60606,4240200,"(312)
424-6200",,,4277-4401-5433-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,,1337,IDHS_child_care_provider_list.csv, Community Coordinated Child Care,"155 North 3rd Street
Suite 300
DeKalb",60115,7588149,(815) 758-5652,,,3156-6336-5433-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,,1338,IDHS_child_care_provider_list.csv, Community Mennonite,3215 West 162nd Street Markham,60428,3331232,"(708)
333-1248",,,9237-3517-0633-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,,1339,IDHS_child_care_provider_list.csv, East Moline Citizens for Comm. Center,"489-27th Street, East Moline",61244,7555031,"(309)
755-5036",,,2987-4157-5433-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,1340,IDHS_child_care_provider_list.csv," Educational
Day Care Center",330 West Michigan Avenue Jacksonville,62650,2435720,"(217)
243-5385",,,6813-5632-7433-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,0.9292493,1341,IDHS_child_care_provider_list.csv, Ezzard Charles,7946 South Ashland,60620,4870227,"(773)
487-0044",,,6525-2857-5433-002,,,,,,,,,,,,,,,,,,,,,,,,60620,ezzard charles,,,idhs_child_care_provider_list.csv,,,,,,(773) 487-0044,,,,,4870227,7946 south ashland,cp,,,,,,,,auburn gresham,,6525-2857-5433-002,,,1341
1237,,1342,IDHS_child_care_provider_list.csv," First Step
Day¬†Care Center","1300 Pearl Street
Belvidere", 6100,5446560,"(815)
544-6560",,,6896-1416-5433-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,,1343,IDHS_child_care_provider_list.csv," Geneseo Development
& Growth, Inc.","541 East North Street
P.O. Box 172
Geneseo",61254,9445024,"(309)
945-4103",,,2596-3557-5433-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,,1344,IDHS_child_care_provider_list.csv," Highland Park Comm. Nursery School
& Day Care Center","1850 Green Bay Road
Highland Park",60035,4323301,"(847)
432-3308",,,2592-0023-5433-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,,1345,IDHS_child_care_provider_list.csv, Human Development Corporation,"142 East 154th Street
Harvey",60426,3394449,"(708)
339-8513",,,1316-0598-5433-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,,1346,IDHS_child_care_provider_list.csv," Improved Child Care
Mgt. Services, Inc.","520 North Halsted Street Suite 412
Chicago",60642,7370231,"(773)
737-7009",,,7483-8223-6433-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,,1347,IDHS_child_care_provider_list.csv," Just Kids Child Care, Inc.","1800 West¬†1st Street
¬†P.O. Box 410
Mlian",61264,7876303,"(309)
787-6375",,,1640-4249-5433-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,,1348,IDHS_child_care_provider_list.csv, Kiddie Kollege of Fairfield,"2226 Mt. Vernon Road
P.O. Box 362
Fairfield",62837,8477102,"(618)
847-7212",,,3125-2563-7433-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,1349,IDHS_child_care_provider_list.csv, Marillac Social Center,212 South Francisco Street,60612,5843232,"(773)
722-1469",,,0350-8270-5433-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,,1350,IDHS_child_care_provider_list.csv, Mary Crane League,2974 North Clybourn Avenue,60618,9388157,"(773)
325-2530",,,9356-4723-5433-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,,1351,IDHS_child_care_provider_list.csv, McDonough County Council for Child Development DBA Wee Care Macomb,425 North Prairie Avenue Macomb,61455,8335267,"(309)
837-5751",,,3316-0591-7433-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,,1352,IDHS_child_care_provider_list.csv," Northwest Suburban
Day Care Center","1755 Howard Street
DesPlaines",60018,2995103,"(847)
299-1070",,,4955-5565-5433-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,,1353,IDHS_child_care_provider_list.csv, Northwestern University Settlement,1400 West Augusta Blvd.,60642,2787471,"(773)
278-7536",,,5701-4911-5433-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,,1354,IDHS_child_care_provider_list.csv," Oak Park/River Forest
Day Nursery","1139 Randolph Steet
Oak Park",60302,3838211,"(708)
383-0692",,,9300-0813-5433-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,,1355,IDHS_child_care_provider_list.csv, One Hope United,"P.O. Box 1128
Lake Villa",60046,2456559,"(847)
245-6715",,,8581-4703-5433-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,,1356,IDHS_child_care_provider_list.csv," Ounce of Prevention Fund, Inc.","33 West Monroe Street, Suite 2400",60603,9223863,"(312)
922-3337",,,3985-7887-5433-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,,1357,IDHS_child_care_provider_list.csv," Paxton Day Care
Center",200 North Elm Street Paxton,60957,3793865,"(217)
379-6205",,,7766-4691-7433-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,,1358,IDHS_child_care_provider_list.csv, Pillars,"333 North LaGrange¬†
LaGrange Park",60957,9953500,,,,7064-6764-9133-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,,1359,IDHS_child_care_provider_list.csv, Rockford Day Nursery,2323 South 6th Street Rockford,61104,9620834,"(815)
962-0838",,,8253-6253-5433-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,,1360,IDHS_child_care_provider_list.csv," Skip-A-Long
Daycare Center, Inc.","4800-60th Street
Moline",61265,7648110,"(309)
764-8281",,,7108-7395-5433-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,1361,IDHS_child_care_provider_list.csv," St. Vincent DePaul
Center -Halsted",2145 North Halsted Street,60614,9436776,"(312)
573-0646",,,7611-0607-4433-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,,1362,IDHS_child_care_provider_list.csv," Streator Child
Development Center",405 Chicago Street Streator,61364,6724350,"(815)
672-4784",,,0858-7317-0633-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,,1363,IDHS_child_care_provider_list.csv," Thornton Township
High School District
205 - Infant Care",465 East 170th Street South Holland,60473,2254118,"(708)
225-4088",,,1946-2627-6433-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,1364,IDHS_child_care_provider_list.csv," Tri-Con Child Care Center, Inc.","425 Laurel Avenue
Highland Park",60035,4331450,"(847)
433-1749",,,9795-2875-5433-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,1365,IDHS_child_care_provider_list.csv, YWCA of Elgin,"220 East Chicago Street
Elgin",60120,7427930,"(847)
742-8217",,,3498-6732-5433-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,,1366,IDHS_child_care_provider_list.csv, YWCA of Kankakee,1086 East Court Street Kankakee,60901,9334516,"(815)
935-0015",,,3261-3053-5433-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,1367,chapin_ounce_providers_2011_071112.csv,"Ounce of Prevention Fund
(Directly Operated Programs) Educare","5044 S. Wabash Ave
",60615,9242334,,,,,"Ounce of Prevention Fund
(Directly Operated Programs)","Fuller Park, Grand Boulevard, Kenwood, New City, Oakland, Washington Park","64 
Early Head Start

85 
Head Start

","Early Head Start
Full Day/Full Year 

Head Start 
Full Day/Full Year
",64,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,,1368,chapin_ounce_providers_2011_071112.csv,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",60615,3738670,,,,,"Healthy Parents and Babies Program
(Directly Operated Programs)","Grand Boulevard, Kenwood, Washington Park
Brighton Park 
McKinley Park
West Humboldt Park ","57 
Early Head Start","Early Head Start
Services to Pregnant Women

Early Head Start 
Home Based",57,"--




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
